paper_id,declared_replacement_levels_pct,replacement_min_pct,replacement_max_pct,material_type,source_material,processing_method,processing_parameters,sio2_pct,activation_method,w_b_ratio,fe2o3_pct,al2o3_pct,pozzolanic_reactivity,cao_pct,mgo_pct,k2o_pct,mechanical_activation_method,amorphous_content_pct,activation_parameters,na2o_pct,specific_gravity,loi_pct,xrd_phases,other_reported_oxides,mineral_composition,thermal_treatment_temperature,replacement_pct,age_days,compressive_strength_mpa
P015,"0, 10, 20, 30",0.0,30.0,"Rice husk ash (RHA), ground RHA, non-ground RHA, residual rice husk ash (RHA)",Rice husk / Rice husk pellets,Incineration / burning of rice husk pellets in a boiler followed by ball mill grinding,Burning temperature: 600800,91.0,mechanical,0.35,0.41,0.35,Water requirement of non-ground RHA mortar: 117%; Water requirement of ground RHA mortar: 110%,,0.81,3.21,Ball mill grinding,,Grinding duration: 1 h (60 min),0.08,2.06,8.5,Mostly amorphous silica and partially crystalline silica (Cristobalite high-SiO2),P2O5: 0.98,Cristobalite high-SiO2,700.0,20.0,1.0,26.0
P029,"10, 20, 30",10.0,30.0,Rice husk ash (RHA),Rice husks,Burning of rice husks,Burning temperature for RHA12 was slightly lower by approximately 50°C than for RHA8,91.31,mechanical,0.5375,0.215,0.155,low,0.995,0.42,1.475,Ball mill grinding,43.126667,Grinding in a lab ball mill,390.0,,4.835,"Cristobalite, SiO2","Moisture: RHA8 0.01, RHA12 0.01 (% by mass); P2O5: RHA8 0.74, RHA12 0.51 (% by mass); Cl: RHA8 910.00, RHA12 410.00 (ppm)",Cristobalite,,20.0,2.0,18.8
P029,"10, 20, 30",10.0,30.0,Rice husk ash (RHA),Rice husks,Burning of rice husks,Burning temperature for RHA12 was slightly lower by approximately 50°C than for RHA8,91.31,mechanical,0.5375,0.215,0.155,low,0.995,0.42,1.475,Ball mill grinding,43.126667,Grinding in a lab ball mill,390.0,,4.835,"Cristobalite, SiO2","Moisture: RHA8 0.01, RHA12 0.01 (% by mass); P2O5: RHA8 0.74, RHA12 0.51 (% by mass); Cl: RHA8 910.00, RHA12 410.00 (ppm)",Cristobalite,,20.0,2.0,18.9
P002,"10, 20, 30",10.0,30.0,rice husk ash (RHA) / RHA passing #200 and #325 sieves,"rice husk, an agro-waste material / local market",Burning and grinding in a ball mill,Burning duration: 24 h; Ventilation: top and bottom; Grinding: ball mill; Sieving: over #200 and #325 sieves,80.0,both,0.314286,0.41,3.93,,3.82,0.25,1.45,Ball mill grinding,,Grinding time: 90 min; Burning temperature: 400-700°C,0.67,2.11,8.56,,,Crystalline structure,550.0,20.0,3.0,35.3
P002,"10, 20, 30",10.0,30.0,rice husk ash (RHA) / RHA passing #200 and #325 sieves,"rice husk, an agro-waste material / local market",Burning and grinding in a ball mill,Burning duration: 24 h; Ventilation: top and bottom; Grinding: ball mill; Sieving: over #200 and #325 sieves,80.0,both,0.314286,0.41,3.93,,3.82,0.25,1.45,Ball mill grinding,,Grinding time: 90 min; Burning temperature: 400-700°C,0.67,2.11,8.56,,,Crystalline structure,550.0,20.0,3.0,46.7
P015,"0, 10, 20, 30",0.0,30.0,"Rice husk ash (RHA), ground RHA, non-ground RHA, residual rice husk ash (RHA)",Rice husk / Rice husk pellets,Incineration / burning of rice husk pellets in a boiler followed by ball mill grinding,Burning temperature: 600800,91.0,mechanical,0.35,0.41,0.35,Water requirement of non-ground RHA mortar: 117%; Water requirement of ground RHA mortar: 110%,,0.81,3.21,Ball mill grinding,,Grinding duration: 1 h (60 min),0.08,2.06,8.5,Mostly amorphous silica and partially crystalline silica (Cristobalite high-SiO2),P2O5: 0.98,Cristobalite high-SiO2,700.0,20.0,3.0,38.0
P018,"0, 5, 10, 15, 20, 30",0.0,30.0,Rice Husk Ash (RHA),Rice husk from Vietnam,controlled,"Vibrating ball mill grinding time: 30 min (for 9 µm), 60 min (for 6.3 µm), 90 min (for 5.6 µm); Planetary ball mill grinding time: 3 h (for 3.6 µm).",91.32,mechanical,0.19,,,high,,,,Ball milling (vibrating ball mill / planetary ball mill),87.96,,,,3.81,Amorphous,,,,20.0,3.0,122.0
P028,"0, 5, 10, 15, 20, 25, 30",0.0,30.0,Rice Husk Ash (RHA),Rice Husk,controlled,,83.6,,,0.64,0.76,,0.84,0.4,,,,,,,14.2,,Particles retained on 45 micron IS sieves (Wet Sieving): 27.13,,,20.0,3.0,4.0
P002,"10, 20, 30",10.0,30.0,rice husk ash (RHA) / RHA passing #200 and #325 sieves,"rice husk, an agro-waste material / local market",Burning and grinding in a ball mill,Burning duration: 24 h; Ventilation: top and bottom; Grinding: ball mill; Sieving: over #200 and #325 sieves,80.0,both,0.314286,0.41,3.93,,3.82,0.25,1.45,Ball mill grinding,,Grinding time: 90 min; Burning temperature: 400-700°C,0.67,2.11,8.56,,,Crystalline structure,550.0,20.0,7.0,26.3
P002,"10, 20, 30",10.0,30.0,rice husk ash (RHA) / RHA passing #200 and #325 sieves,"rice husk, an agro-waste material / local market",Burning and grinding in a ball mill,Burning duration: 24 h; Ventilation: top and bottom; Grinding: ball mill; Sieving: over #200 and #325 sieves,80.0,both,0.314286,0.41,3.93,,3.82,0.25,1.45,Ball mill grinding,,Grinding time: 90 min; Burning temperature: 400-700°C,0.67,2.11,8.56,,,Crystalline structure,550.0,20.0,7.0,33.8
P002,"10, 20, 30",10.0,30.0,rice husk ash (RHA) / RHA passing #200 and #325 sieves,"rice husk, an agro-waste material / local market",Burning and grinding in a ball mill,Burning duration: 24 h; Ventilation: top and bottom; Grinding: ball mill; Sieving: over #200 and #325 sieves,80.0,both,0.314286,0.41,3.93,,3.82,0.25,1.45,Ball mill grinding,,Grinding time: 90 min; Burning temperature: 400-700°C,0.67,2.11,8.56,,,Crystalline structure,550.0,20.0,7.0,46.8
P002,"10, 20, 30",10.0,30.0,rice husk ash (RHA) / RHA passing #200 and #325 sieves,"rice husk, an agro-waste material / local market",Burning and grinding in a ball mill,Burning duration: 24 h; Ventilation: top and bottom; Grinding: ball mill; Sieving: over #200 and #325 sieves,80.0,both,0.314286,0.41,3.93,,3.82,0.25,1.45,Ball mill grinding,,Grinding time: 90 min; Burning temperature: 400-700°C,0.67,2.11,8.56,,,Crystalline structure,550.0,20.0,7.0,56.0
P010,"5, 10, 15, 20",5.0,20.0,Rice husk ash (RHA),Rice husk,controlled,Incineration temperature < 700 °C; Sieving through 150 µm and 33 µm; Grinding in Los Angeles mill for 30 min and 180 min,87.86,mechanical,0.4,0.93,0.68,high,1.3,0.35,2.37,Los Angeles mill grinding,95.0,Grinded using Los Angeles mill,0.12,,,,,,700.0,20.0,7.0,21.5
P015,"0, 10, 20, 30",0.0,30.0,"Rice husk ash (RHA), ground RHA, non-ground RHA, residual rice husk ash (RHA)",Rice husk / Rice husk pellets,Incineration / burning of rice husk pellets in a boiler followed by ball mill grinding,Burning temperature: 600800,91.0,mechanical,0.35,0.41,0.35,Water requirement of non-ground RHA mortar: 117%; Water requirement of ground RHA mortar: 110%,,0.81,3.21,Ball mill grinding,,Grinding duration: 1 h (60 min),0.08,2.06,8.5,Mostly amorphous silica and partially crystalline silica (Cristobalite high-SiO2),P2O5: 0.98,Cristobalite high-SiO2,700.0,20.0,7.0,47.0
P018,"0, 5, 10, 15, 20, 30",0.0,30.0,Rice Husk Ash (RHA),Rice husk from Vietnam,controlled,"Vibrating ball mill grinding time: 30 min (for 9 µm), 60 min (for 6.3 µm), 90 min (for 5.6 µm); Planetary ball mill grinding time: 3 h (for 3.6 µm).",91.32,mechanical,0.19,,,high,,,,Ball milling (vibrating ball mill / planetary ball mill),87.96,,,,3.81,Amorphous,,,,20.0,7.0,143.0
P023,"0, 10, 20, 30, 40",0.0,40.0,Rice Husk Ash (RHA),Rice husk,Furnace burning and grinding,Cooled inside furnace for about 24 hours; Grinding using a Los Angeles machine,75.0,,0.38,0.78,1.29,,3.3,0.22,1.5,,,,0.4,2.53,3.67,,Moisture contents: 2.15 %; MnO: 0.2 %; P2O5: 0.59 %; Total SiO2 + Fe2O3 + Al2O3: 77.58 %,,,20.0,7.0,14.0
P023,"0, 10, 20, 30, 40",0.0,40.0,Rice Husk Ash (RHA),Rice husk,Furnace burning and grinding,Cooled inside furnace for about 24 hours; Grinding using a Los Angeles machine,75.0,,0.38,0.78,1.29,,3.3,0.22,1.5,,,,0.4,2.53,3.67,,Moisture contents: 2.15 %; MnO: 0.2 %; P2O5: 0.59 %; Total SiO2 + Fe2O3 + Al2O3: 77.58 %,,,20.0,7.0,16.0
P025,"10, 20, 25",10.0,25.0,Rice Husk Ash (RHA),Rice Husk,controlled,Burnt for approximately 48hrs; Temperature in the range of 400-600°C; Sieved through BS standard sieve size 75µm; Grey colour,,,,,,,,,,,,,,1.536667,,,,,,20.0,7.0,11.0
P028,"0, 5, 10, 15, 20, 25, 30",0.0,30.0,Rice Husk Ash (RHA),Rice Husk,controlled,,83.6,,,0.64,0.76,,0.84,0.4,,,,,,,14.2,,Particles retained on 45 micron IS sieves (Wet Sieving): 27.13,,,20.0,7.0,9.0
P029,"10, 20, 30",10.0,30.0,Rice husk ash (RHA),Rice husks,Burning of rice husks,Burning temperature for RHA12 was slightly lower by approximately 50°C than for RHA8,91.31,mechanical,0.5375,0.215,0.155,low,0.995,0.42,1.475,Ball mill grinding,43.126667,Grinding in a lab ball mill,390.0,,4.835,"Cristobalite, SiO2","Moisture: RHA8 0.01, RHA12 0.01 (% by mass); P2O5: RHA8 0.74, RHA12 0.51 (% by mass); Cl: RHA8 910.00, RHA12 410.00 (ppm)",Cristobalite,,20.0,7.0,31.3
P029,"10, 20, 30",10.0,30.0,Rice husk ash (RHA),Rice husks,Burning of rice husks,Burning temperature for RHA12 was slightly lower by approximately 50°C than for RHA8,91.31,mechanical,0.5375,0.215,0.155,low,0.995,0.42,1.475,Ball mill grinding,43.126667,Grinding in a lab ball mill,390.0,,4.835,"Cristobalite, SiO2","Moisture: RHA8 0.01, RHA12 0.01 (% by mass); P2O5: RHA8 0.74, RHA12 0.51 (% by mass); Cl: RHA8 910.00, RHA12 410.00 (ppm)",Cristobalite,,20.0,7.0,31.8
P031,"0, 5, 10, 15, 20, 25",0.0,25.0,Rice Husk Ash (RHA),Rice Husk,"Burnt under guided or enclosed place, ground, and sieved",Sieved through 600 ?m sieve,,mechanical,,,,,,,,Grinding,,,,,,,,,,20.0,7.0,10.86
P039,"0, 5, 10, 15, 20",0.0,20.0,Rice husk ash (RHA),"KGR Agro Fusions Private Limited, Ludhiana, Punjab (India)",,,90.4,,0.5,1.6,1.7,reactive pozzolanic material,,0.7,,,90.4,,,,,amorphous silica,alkali oxides: 3.2%,,,20.0,7.0,20.8
P039,"0, 5, 10, 15, 20",0.0,20.0,Rice husk ash (RHA),"KGR Agro Fusions Private Limited, Ludhiana, Punjab (India)",,,90.4,,0.5,1.6,1.7,reactive pozzolanic material,,0.7,,,90.4,,,,,amorphous silica,alkali oxides: 3.2%,,,20.0,7.0,21.3
P043,"0, 5, 10, 15, 20, 25",0.0,25.0,Rice husk ash (RHA),Rice husk,Laboratory mill burning,Temperature of 600°C for 5 h,86.73,thermal,0.4,0.61,0.04,high,0.39,0.08,0.01,,,"Temperature: 600°C, Duration: 5 h",9.76,,0.54,,"TiO2: NULL, P2O5: NULL",,600.0,20.0,7.0,56.67
P049,"0, 5, 10, 15, 20",0.0,20.0,Rice Husk Ash (RHA),Rice husk from Sakrand region,controlled,Sieved through #30 sieves,,both,,,,,,,,Sieving through #30 sieves,,Uncontrolled temperature burning; sieved through #30 sieves,,,,,,,,20.0,7.0,21.5
P051,"0, 5, 10, 15, 20",0.0,20.0,Rice Husk Ash (RHA),Rice Husk (RH),controlled,12kgs of RH loaded per batch; 20% recovered as RHA; RH laid flat 2-3cm thick on 28 ceramic hearth plates,93.47,both,,1.08,0.92,high,0.87,3.18,,Ball milling using a Los Angeles machine,,Free air supply through 4 holes during burning; slow cooling for 6-8 hours with furnace door ajar,,,,Amorphous,Titanium oxide (TiO2): 0.04,,500.0,20.0,7.0,20.184
P065,"0, 5, 10, 15, 20, 25, 30",0.0,30.0,Rice Husk Ash (RHA),Rice husk,controlled,650,81.47,thermal,0.5,1.34,1.61,"Combined silica, alumina and ferric-oxides: 84.42",1.22,1.46,0.32,,81.47,650,0.08,2.06,4.92,,Manganese Oxide (MnO): 0.03,,650.0,20.0,7.0,11.8
P066,"0, 5, 10, 15, 20, 25",0.0,25.0,Rice husk ash,Rice husk / Paddy grains,Blazing,,87.5,,0.4,,,,,,,,87.5,,,,,,,,,20.0,7.0,16.5
P068,"0, 5, 10, 15, 20",0.0,20.0,Rice Husk Ash (RHA),Rice husk,Incineration in ferrocement furnace followed by grinding in Los Angeles machine,"Flame kept for ~1 h, smoldering for ~24 h, settling inside furnace for 24 h",75.24,,0.35,2.24,2.18,,2.42,2.28,1.72,,,,0.86,,12.99,,,,,20.0,7.0,41.48
P075,"0, 5, 10, 15, 20",0.0,20.0,Rice Husk Ash (RHA),Rice husk,controlled,"Temperature increasing gradually from 20°C/min up to 600°C/min for six hours, then allowed to cool at room temperature",92.76,thermal,0.55,1.98,0.79,,3.85,,0.22,,,Temperature increasing gradually from 20°C/min up to 600°C/min for 6 hours,0.4,2.12,,,,,600.0,20.0,7.0,21.25
P015,"0, 10, 20, 30",0.0,30.0,"Rice husk ash (RHA), ground RHA, non-ground RHA, residual rice husk ash (RHA)",Rice husk / Rice husk pellets,Incineration / burning of rice husk pellets in a boiler followed by ball mill grinding,Burning temperature: 600800,91.0,mechanical,0.35,0.41,0.35,Water requirement of non-ground RHA mortar: 117%; Water requirement of ground RHA mortar: 110%,,0.81,3.21,Ball mill grinding,,Grinding duration: 1 h (60 min),0.08,2.06,8.5,Mostly amorphous silica and partially crystalline silica (Cristobalite high-SiO2),P2O5: 0.98,Cristobalite high-SiO2,700.0,20.0,14.0,52.0
P025,"10, 20, 25",10.0,25.0,Rice Husk Ash (RHA),Rice Husk,controlled,Burnt for approximately 48hrs; Temperature in the range of 400-600°C; Sieved through BS standard sieve size 75µm; Grey colour,,,,,,,,,,,,,,1.536667,,,,,,20.0,14.0,13.0
P031,"0, 5, 10, 15, 20, 25",0.0,25.0,Rice Husk Ash (RHA),Rice Husk,"Burnt under guided or enclosed place, ground, and sieved",Sieved through 600 ?m sieve,,mechanical,,,,,,,,Grinding,,,,,,,,,,20.0,14.0,11.51
P049,"0, 5, 10, 15, 20",0.0,20.0,Rice Husk Ash (RHA),Rice husk from Sakrand region,controlled,Sieved through #30 sieves,,both,,,,,,,,Sieving through #30 sieves,,Uncontrolled temperature burning; sieved through #30 sieves,,,,,,,,20.0,14.0,23.6
P066,"0, 5, 10, 15, 20, 25",0.0,25.0,Rice husk ash,Rice husk / Paddy grains,Blazing,,87.5,,0.4,,,,,,,,87.5,,,,,,,,,20.0,14.0,23.5
P075,"0, 5, 10, 15, 20",0.0,20.0,Rice Husk Ash (RHA),Rice husk,controlled,"Temperature increasing gradually from 20°C/min up to 600°C/min for six hours, then allowed to cool at room temperature",92.76,thermal,0.55,1.98,0.79,,3.85,,0.22,,,Temperature increasing gradually from 20°C/min up to 600°C/min for 6 hours,0.4,2.12,,,,,600.0,20.0,14.0,29.85
P025,"10, 20, 25",10.0,25.0,Rice Husk Ash (RHA),Rice Husk,controlled,Burnt for approximately 48hrs; Temperature in the range of 400-600°C; Sieved through BS standard sieve size 75µm; Grey colour,,,,,,,,,,,,,,1.536667,,,,,,20.0,21.0,18.0
P002,"10, 20, 30",10.0,30.0,rice husk ash (RHA) / RHA passing #200 and #325 sieves,"rice husk, an agro-waste material / local market",Burning and grinding in a ball mill,Burning duration: 24 h; Ventilation: top and bottom; Grinding: ball mill; Sieving: over #200 and #325 sieves,80.0,both,0.314286,0.41,3.93,,3.82,0.25,1.45,Ball mill grinding,,Grinding time: 90 min; Burning temperature: 400-700°C,0.67,2.11,8.56,,,Crystalline structure,550.0,20.0,28.0,36.7
P002,"10, 20, 30",10.0,30.0,rice husk ash (RHA) / RHA passing #200 and #325 sieves,"rice husk, an agro-waste material / local market",Burning and grinding in a ball mill,Burning duration: 24 h; Ventilation: top and bottom; Grinding: ball mill; Sieving: over #200 and #325 sieves,80.0,both,0.314286,0.41,3.93,,3.82,0.25,1.45,Ball mill grinding,,Grinding time: 90 min; Burning temperature: 400-700°C,0.67,2.11,8.56,,,Crystalline structure,550.0,20.0,28.0,45.0
P002,"10, 20, 30",10.0,30.0,rice husk ash (RHA) / RHA passing #200 and #325 sieves,"rice husk, an agro-waste material / local market",Burning and grinding in a ball mill,Burning duration: 24 h; Ventilation: top and bottom; Grinding: ball mill; Sieving: over #200 and #325 sieves,80.0,both,0.314286,0.41,3.93,,3.82,0.25,1.45,Ball mill grinding,,Grinding time: 90 min; Burning temperature: 400-700°C,0.67,2.11,8.56,,,Crystalline structure,550.0,20.0,28.0,57.3
P002,"10, 20, 30",10.0,30.0,rice husk ash (RHA) / RHA passing #200 and #325 sieves,"rice husk, an agro-waste material / local market",Burning and grinding in a ball mill,Burning duration: 24 h; Ventilation: top and bottom; Grinding: ball mill; Sieving: over #200 and #325 sieves,80.0,both,0.314286,0.41,3.93,,3.82,0.25,1.45,Ball mill grinding,,Grinding time: 90 min; Burning temperature: 400-700°C,0.67,2.11,8.56,,,Crystalline structure,550.0,20.0,28.0,70.2
P009,"5, 10, 15, 20",5.0,20.0,Rice husk ash (TRHA and ChRHA),"Rice husk collected from rice mill ""Arrocera La Esmeralda"" located in Valle del Cauca, Southeastern Colombia",Thermal treatment (TRHA); Chemical-thermal attack (ChRHA),"Hydrochloric acid leaching (1 N, 24 h), water washing to neutral pH, drying",94.5,both,4.784,0.275,0.345,high,0.86,0.21,1.43,Ball milling,95.0,Ceramic balls used for ball milling,0.32,2120.0,0.23,Amorphous,"TiO2: 0.04 (TRHA), 0.02 (ChRHA); P2O5: 0.68 (TRHA), 0.11 (ChRHA); MnO: 0.19 (TRHA), 0.02 (ChRHA)",,600.0,20.0,28.0,33.8
P009,"5, 10, 15, 20",5.0,20.0,Rice husk ash (TRHA and ChRHA),"Rice husk collected from rice mill ""Arrocera La Esmeralda"" located in Valle del Cauca, Southeastern Colombia",Thermal treatment (TRHA); Chemical-thermal attack (ChRHA),"Hydrochloric acid leaching (1 N, 24 h), water washing to neutral pH, drying",94.5,both,4.784,0.275,0.345,high,0.86,0.21,1.43,Ball milling,95.0,Ceramic balls used for ball milling,0.32,2120.0,0.23,Amorphous,"TiO2: 0.04 (TRHA), 0.02 (ChRHA); P2O5: 0.68 (TRHA), 0.11 (ChRHA); MnO: 0.19 (TRHA), 0.02 (ChRHA)",,600.0,20.0,28.0,36.3
P010,"5, 10, 15, 20",5.0,20.0,Rice husk ash (RHA),Rice husk,controlled,Incineration temperature < 700 °C; Sieving through 150 µm and 33 µm; Grinding in Los Angeles mill for 30 min and 180 min,87.86,mechanical,0.4,0.93,0.68,high,1.3,0.35,2.37,Los Angeles mill grinding,95.0,Grinded using Los Angeles mill,0.12,,,,,,700.0,20.0,28.0,36.7
P015,"0, 10, 20, 30",0.0,30.0,"Rice husk ash (RHA), ground RHA, non-ground RHA, residual rice husk ash (RHA)",Rice husk / Rice husk pellets,Incineration / burning of rice husk pellets in a boiler followed by ball mill grinding,Burning temperature: 600800,91.0,mechanical,0.35,0.41,0.35,Water requirement of non-ground RHA mortar: 117%; Water requirement of ground RHA mortar: 110%,,0.81,3.21,Ball mill grinding,,Grinding duration: 1 h (60 min),0.08,2.06,8.5,Mostly amorphous silica and partially crystalline silica (Cristobalite high-SiO2),P2O5: 0.98,Cristobalite high-SiO2,700.0,20.0,28.0,60.0
P017,"0, 5, 10, 15, 20, 25, 30",0.0,30.0,Rice Husk Ash (RHA),Rice husk,controlled,Temperature in the range of 650°C,90.9,mechanical,0.53,0.6,0.83,,0.8,0.56,,Laboratory batch 2ball mill,,Ground in laboratory batch 2ball mill; passing through sieve No. 325 (sieve opening 45 µm),,,,"Amorphous silica, Cristobalite, Tridymite, Quartz",Na?O + K?O: 1.55,,,20.0,28.0,30.8
P018,"0, 5, 10, 15, 20, 30",0.0,30.0,Rice Husk Ash (RHA),Rice husk from Vietnam,controlled,"Vibrating ball mill grinding time: 30 min (for 9 µm), 60 min (for 6.3 µm), 90 min (for 5.6 µm); Planetary ball mill grinding time: 3 h (for 3.6 µm).",91.32,mechanical,0.19,,,high,,,,Ball milling (vibrating ball mill / planetary ball mill),87.96,,,,3.81,Amorphous,,,,20.0,28.0,175.0
P023,"0, 10, 20, 30, 40",0.0,40.0,Rice Husk Ash (RHA),Rice husk,Furnace burning and grinding,Cooled inside furnace for about 24 hours; Grinding using a Los Angeles machine,75.0,,0.38,0.78,1.29,,3.3,0.22,1.5,,,,0.4,2.53,3.67,,Moisture contents: 2.15 %; MnO: 0.2 %; P2O5: 0.59 %; Total SiO2 + Fe2O3 + Al2O3: 77.58 %,,,20.0,28.0,24.0
P023,"0, 10, 20, 30, 40",0.0,40.0,Rice Husk Ash (RHA),Rice husk,Furnace burning and grinding,Cooled inside furnace for about 24 hours; Grinding using a Los Angeles machine,75.0,,0.38,0.78,1.29,,3.3,0.22,1.5,,,,0.4,2.53,3.67,,Moisture contents: 2.15 %; MnO: 0.2 %; P2O5: 0.59 %; Total SiO2 + Fe2O3 + Al2O3: 77.58 %,,,20.0,28.0,29.0
P025,"10, 20, 25",10.0,25.0,Rice Husk Ash (RHA),Rice Husk,controlled,Burnt for approximately 48hrs; Temperature in the range of 400-600°C; Sieved through BS standard sieve size 75µm; Grey colour,,,,,,,,,,,,,,1.536667,,,,,,20.0,28.0,20.0
P028,"0, 5, 10, 15, 20, 25, 30",0.0,30.0,Rice Husk Ash (RHA),Rice Husk,controlled,,83.6,,,0.64,0.76,,0.84,0.4,,,,,,,14.2,,Particles retained on 45 micron IS sieves (Wet Sieving): 27.13,,,20.0,28.0,17.0
P029,"10, 20, 30",10.0,30.0,Rice husk ash (RHA),Rice husks,Burning of rice husks,Burning temperature for RHA12 was slightly lower by approximately 50°C than for RHA8,91.31,mechanical,0.5375,0.215,0.155,low,0.995,0.42,1.475,Ball mill grinding,43.126667,Grinding in a lab ball mill,390.0,,4.835,"Cristobalite, SiO2","Moisture: RHA8 0.01, RHA12 0.01 (% by mass); P2O5: RHA8 0.74, RHA12 0.51 (% by mass); Cl: RHA8 910.00, RHA12 410.00 (ppm)",Cristobalite,,20.0,28.0,40.8
P029,"10, 20, 30",10.0,30.0,Rice husk ash (RHA),Rice husks,Burning of rice husks,Burning temperature for RHA12 was slightly lower by approximately 50°C than for RHA8,91.31,mechanical,0.5375,0.215,0.155,low,0.995,0.42,1.475,Ball mill grinding,43.126667,Grinding in a lab ball mill,390.0,,4.835,"Cristobalite, SiO2","Moisture: RHA8 0.01, RHA12 0.01 (% by mass); P2O5: RHA8 0.74, RHA12 0.51 (% by mass); Cl: RHA8 910.00, RHA12 410.00 (ppm)",Cristobalite,,20.0,28.0,44.7
P031,"0, 5, 10, 15, 20, 25",0.0,25.0,Rice Husk Ash (RHA),Rice Husk,"Burnt under guided or enclosed place, ground, and sieved",Sieved through 600 ?m sieve,,mechanical,,,,,,,,Grinding,,,,,,,,,,20.0,28.0,18.59
P039,"0, 5, 10, 15, 20",0.0,20.0,Rice husk ash (RHA),"KGR Agro Fusions Private Limited, Ludhiana, Punjab (India)",,,90.4,,0.5,1.6,1.7,reactive pozzolanic material,,0.7,,,90.4,,,,,amorphous silica,alkali oxides: 3.2%,,,20.0,28.0,33.1
P039,"0, 5, 10, 15, 20",0.0,20.0,Rice husk ash (RHA),"KGR Agro Fusions Private Limited, Ludhiana, Punjab (India)",,,90.4,,0.5,1.6,1.7,reactive pozzolanic material,,0.7,,,90.4,,,,,amorphous silica,alkali oxides: 3.2%,,,20.0,28.0,36.3
P048,"5, 7.5, 10, 14.3, 15, 20, 25, 30, 40, 50",5.0,50.0,"Rice Husk Ash (RHA), white rice husk ash, off-white rice husk ash, black rice husk ash",Rice husk / Rice paddy,controlled,Temperature: 500700°C; Heating rate: 10°C/min up to 700°C/min; Duration: ~6 h (or 3 h for muffle furnace); HCl treatment: 1 N for 24 h,90.275,both,0.408571,0.35,0.48,,0.95,0.4,2.355,Grinding,82.5,"Chemical activators: 1% K2SO4, 1% Na2SiO3 (by weight of cement)",0.37,2.11,5.2,"Cristobalite, Tridymite, Quartz",MnO: 0 - 0.2,,600.0,20.0,28.0,75.2
P049,"0, 5, 10, 15, 20",0.0,20.0,Rice Husk Ash (RHA),Rice husk from Sakrand region,controlled,Sieved through #30 sieves,,both,,,,,,,,Sieving through #30 sieves,,Uncontrolled temperature burning; sieved through #30 sieves,,,,,,,,20.0,28.0,25.9
P051,"0, 5, 10, 15, 20",0.0,20.0,Rice Husk Ash (RHA),Rice Husk (RH),controlled,12kgs of RH loaded per batch; 20% recovered as RHA; RH laid flat 2-3cm thick on 28 ceramic hearth plates,93.47,both,,1.08,0.92,high,0.87,3.18,,Ball milling using a Los Angeles machine,,Free air supply through 4 holes during burning; slow cooling for 6-8 hours with furnace door ajar,,,,Amorphous,Titanium oxide (TiO2): 0.04,,500.0,20.0,28.0,13.128
