paper_id,Paper Title,Mix ID,Replacement Level,Activation Method,Key Processing Parameters,Reported Strength
72,Use of carbonated recycled cement paste powder as a new supplementary cementitious material: A critical review,Paste containing dry carbonated RCPP (5–10%),5%–10%,Dry carbonation,Accelerated carbonation at varying temperatures (20–140 °C),Higher compressive strength relative to control
72,Use of carbonated recycled cement paste powder as a new supplementary cementitious material: A critical review,Paste containing dry carbonated RCPP (>10%),20%–30%,Dry carbonation,Accelerated carbonation at varying temperatures (20–140 °C),Lower compressive strength relative to control due to dilution
72,Use of carbonated recycled cement paste powder as a new supplementary cementitious material: A critical review,Paste containing wet carbonated RCPP (5–20%),5%–20%,Wet carbonation,"Aqueous environment, CO2 flow rate 3–5 L/min, temp 25–100 °C",Higher compressive strength relative to control (comparable to or exceeds OPC)
72,Use of carbonated recycled cement paste powder as a new supplementary cementitious material: A critical review,Paste containing wet carbonated RCPP (>20%),>20%–30%,Wet carbonation,"Aqueous environment, CO2 flow rate 3–5 L/min, temp 25–100 °C",Decreased relative compressive strength
72,Use of carbonated recycled cement paste powder as a new supplementary cementitious material: A critical review,Mortar with dry carbonated RCPP,33%,Dry carbonation,Accelerated carbonation,Flexural strength comparable to control; compressive strength reported
73,Transforming construction and demolition waste concrete as a precursor in sustainable cementitious materials: An innovative recycling approach,25PHC-60CPC (20–20 °C),25% PHC,15% Commercial Sodium Silicate (Type G),Initial curing: 24 h at 20 ± 3 °C; w/b = 0.23; 5% SP,"1d: 31.1 MPa, 3d: 43.6 MPa, 7d: 49.7 MPa, 14d: 52.3 MPa, 28d: 50.0 MPa, 28d wet: 46.3 MPa"
73,Transforming construction and demolition waste concrete as a precursor in sustainable cementitious materials: An innovative recycling approach,25PHC-60CPC (60–20 °C),25% PHC,15% Commercial Sodium Silicate (Type G),Initial curing: 24 h at 60 ± 4 °C; w/b = 0.23; 5% SP,"1d: 32.1 MPa, 3d: 34.6 MPa, 7d: 44.3 MPa, 14d: 44.8 MPa, 28d: 45.5 MPa, 28d wet: 40.5 MPa"
73,Transforming construction and demolition waste concrete as a precursor in sustainable cementitious materials: An innovative recycling approach,45PHC-40CPC (20–20 °C),45% PHC,15% Commercial Sodium Silicate (Type G),Initial curing: 24 h at 20 ± 3 °C; w/b = 0.23; 5% SP,"1d: 26.5 MPa, 3d: 27.7 MPa, 7d: 39.0 MPa, 14d: 40.5 MPa, 28d: 45.2 MPa, 28d wet: 34.1 MPa"
73,Transforming construction and demolition waste concrete as a precursor in sustainable cementitious materials: An innovative recycling approach,45PHC-40CPC (60–20 °C),45% PHC,15% Commercial Sodium Silicate (Type G),Initial curing: 24 h at 60 ± 4 °C; w/b = 0.23; 5% SP,"1d: 32.7 MPa, 3d: 33.0 MPa, 7d: 32.1 MPa, 14d: 36.1 MPa, 28d: 39.8 MPa, 28d wet: 27.5 MPa"
73,Transforming construction and demolition waste concrete as a precursor in sustainable cementitious materials: An innovative recycling approach,65PHC-20CPC (20–20 °C),65% PHC,15% Commercial Sodium Silicate (Type G),Initial curing: 24 h at 20 ± 3 °C; w/b = 0.23; 5% SP,"1d: 12.0 MPa, 3d: 19.4 MPa, 7d: 25.7 MPa, 14d: 27.0 MPa, 28d: 30.8 MPa, 28d wet: 23.4 MPa"
73,Transforming construction and demolition waste concrete as a precursor in sustainable cementitious materials: An innovative recycling approach,65PHC-20CPC (60–20 °C),65% PHC,15% Commercial Sodium Silicate (Type G),Initial curing: 24 h at 60 ± 4 °C; w/b = 0.23; 5% SP,"1d: 21.2 MPa, 3d: 19.4 MPa, 7d: 24.0 MPa, 14d: 23.6 MPa, 28d: 28.0 MPa, 28d wet: 25.2 MPa"
73,Transforming construction and demolition waste concrete as a precursor in sustainable cementitious materials: An innovative recycling approach,85PHC-0CPC (20–20 °C),85% PHC,15% Commercial Sodium Silicate (Type G),Initial curing: 24 h at 20 ± 3 °C; w/b = 0.23; 5% SP,"1d: 2.1 MPa, 3d: 8.1 MPa, 7d: 13.0 MPa, 14d: 15.7 MPa, 28d: 16.1 MPa, 28d wet: 7.8 MPa"
73,Transforming construction and demolition waste concrete as a precursor in sustainable cementitious materials: An innovative recycling approach,85PHC-0CPC (60–20 °C),85% PHC,15% Commercial Sodium Silicate (Type G),Initial curing: 24 h at 60 ± 4 °C; w/b = 0.23; 5% SP,"1d: 12.1 MPa, 3d: 12.1 MPa, 7d: 11.8 MPa, 14d: 13.2 MPa, 28d: 12.0 MPa, 28d wet: 10.5 MPa"
73,Transforming construction and demolition waste concrete as a precursor in sustainable cementitious materials: An innovative recycling approach,100PHC (20–20 °C),100% PHC,None (0% CSS),Initial curing: 24 h at 20 ± 3 °C; w/b = 0.23; 5% SP,"1d: 1.2 MPa, 3d: 2.0 MPa, 7d: 2.8 MPa, 14d: 3.0 MPa, 28d: 2.7 MPa, 28d wet: 2.0 MPa"
73,Transforming construction and demolition waste concrete as a precursor in sustainable cementitious materials: An innovative recycling approach,100PHC (60–20 °C),100% PHC,None (0% CSS),Initial curing: 24 h at 60 ± 4 °C; w/b = 0.23; 5% SP,"1d: 1.7 MPa, 3d: 1.8 MPa, 7d: 1.8 MPa, 14d: 1.9 MPa, 28d: 2.3 MPa, 28d wet: 1.7 MPa"
73,Transforming construction and demolition waste concrete as a precursor in sustainable cementitious materials: An innovative recycling approach,REFCPC (20–20 °C),0% PHC (Control),None (0% CSS),Initial curing: 24 h at 20 ± 3 °C; w/c = 0.38,"1d: 37.0 MPa, 3d: 48.4 MPa, 7d: 55.5 MPa, 14d: 56.3 MPa, 28d: 63.2 MPa, 28d wet: 69.0 MPa"
74,Improving the reactivity of industrial recycled concrete fines: Exploring mechanical and hydrothermal activation,RCf-0,,None (Raw as received),Unactivated raw RCf,
74,Improving the reactivity of industrial recycled concrete fines: Exploring mechanical and hydrothermal activation,RCf-166,,Mechanical Activation,"Ball milling for 166 min (300 rpm for 30 min, 250 rpm for 136 min)",
74,Improving the reactivity of industrial recycled concrete fines: Exploring mechanical and hydrothermal activation,RCf-A0-0,,Hydrothermal Activation,"0 wt% Ca(OH)2 addition, Ca/Si = 0.17, w/b = 0.55, autoclaved 8 h at 195°C / 13 bar",
74,Improving the reactivity of industrial recycled concrete fines: Exploring mechanical and hydrothermal activation,RCf-A0-166,,Hydrothermal + Mechanical Activation,"Autoclaved (0 wt% Ca(OH)2, Ca/Si = 0.17, 8 h at 195°C) + ball milled for 166 min",
74,Improving the reactivity of industrial recycled concrete fines: Exploring mechanical and hydrothermal activation,RCf-A1-0,,Hydrothermal Activation,"10 wt% Ca(OH)2 addition, Ca/Si = 0.24, w/b = 0.55, autoclaved 8 h at 195°C / 13 bar",
74,Improving the reactivity of industrial recycled concrete fines: Exploring mechanical and hydrothermal activation,RCf-A1-166,,Hydrothermal + Mechanical Activation,"Autoclaved (10 wt% Ca(OH)2, Ca/Si = 0.24, 8 h at 195°C) + ball milled for 166 min",
74,Improving the reactivity of industrial recycled concrete fines: Exploring mechanical and hydrothermal activation,RCf-A2-0,,Hydrothermal Activation,"20 wt% Ca(OH)2 addition, Ca/Si = 0.38, w/b = 0.55, autoclaved 8 h at 195°C / 13 bar",
74,Improving the reactivity of industrial recycled concrete fines: Exploring mechanical and hydrothermal activation,RCf-A2-166,,Hydrothermal + Mechanical Activation,"Autoclaved (20 wt% Ca(OH)2, Ca/Si = 0.38, 8 h at 195°C) + ball milled for 166 min",
74,Improving the reactivity of industrial recycled concrete fines: Exploring mechanical and hydrothermal activation,RCf-A3-0,,Hydrothermal Activation,"30 wt% Ca(OH)2 addition, Ca/Si = 0.47, w/b = 0.55, autoclaved 8 h at 195°C / 13 bar",
74,Improving the reactivity of industrial recycled concrete fines: Exploring mechanical and hydrothermal activation,RCf-A3-166,,Hydrothermal + Mechanical Activation,"Autoclaved (30 wt% Ca(OH)2, Ca/Si = 0.47, 8 h at 195°C) + ball milled for 166 min",
75,"Utilization of all components of waste concrete: Recycled aggregate strengthening, recycled fine powder activity, composite recycled concrete and life cycle assessment",Control Group (Cement Mortar),0%,,Standard cement mortar (GB/T 12957),47.7 MPa (28-day compressive strength)
75,"Utilization of all components of waste concrete: Recycled aggregate strengthening, recycled fine powder activity, composite recycled concrete and life cycle assessment",RFP5 Mortar,30%,Mechanical Grinding,Grinding duration: 5 min,34.5 MPa (28-day compressive strength)
75,"Utilization of all components of waste concrete: Recycled aggregate strengthening, recycled fine powder activity, composite recycled concrete and life cycle assessment",RFP10 Mortar,30%,Mechanical Grinding,Grinding duration: 10 min,32.7 MPa (28-day compressive strength)
75,"Utilization of all components of waste concrete: Recycled aggregate strengthening, recycled fine powder activity, composite recycled concrete and life cycle assessment",RFP15 Mortar,30%,Mechanical Grinding,Grinding duration: 15 min,31.4 MPa (28-day compressive strength)
75,"Utilization of all components of waste concrete: Recycled aggregate strengthening, recycled fine powder activity, composite recycled concrete and life cycle assessment",0% RFP Concrete (Control),0%,,Water-binder ratio: 0.45,"~43.5 MPa (28-day compressive strength, GRAPH-DERIVED)"
75,"Utilization of all components of waste concrete: Recycled aggregate strengthening, recycled fine powder activity, composite recycled concrete and life cycle assessment",10% RFP Concrete,10%,Mechanical Grinding,"RFP5 (5 min grind), w/b = 0.45","~34.8 MPa (28-day compressive strength, GRAPH-DERIVED)"
75,"Utilization of all components of waste concrete: Recycled aggregate strengthening, recycled fine powder activity, composite recycled concrete and life cycle assessment",20% RFP Concrete,20%,Mechanical Grinding,"RFP5 (5 min grind), w/b = 0.45",38.6 MPa (28-day compressive strength)
75,"Utilization of all components of waste concrete: Recycled aggregate strengthening, recycled fine powder activity, composite recycled concrete and life cycle assessment",30% RFP Concrete,30%,Mechanical Grinding,"RFP5 (5 min grind), w/b = 0.45","~31.0 MPa (28-day compressive strength, GRAPH-DERIVED)"
75,"Utilization of all components of waste concrete: Recycled aggregate strengthening, recycled fine powder activity, composite recycled concrete and life cycle assessment",40% RFP Concrete,40%,Mechanical Grinding,"RFP5 (5 min grind), w/b = 0.45","~28.0 MPa (28-day compressive strength, GRAPH-DERIVED)"
75,"Utilization of all components of waste concrete: Recycled aggregate strengthening, recycled fine powder activity, composite recycled concrete and life cycle assessment",RA-RFP Composite Recycled Concrete,20% RFP + 20% RA,Mechanical Grinding (RFP) & Mechanical-Acid Composite (RA),"RFP5 (5 min grind), RA strengthened by 9% oxalic acid (9 h) + mechanical vibration (2 kg, 20 min), w/b = 0.45",40.12 MPa (28-day compressive strength)
76,Experimental Research on the Performance of Recycled Waste Concrete Powder (RWCP) on Concrete,Control group (CG),0% (Control mix with 52.1 kg/m³ BFS and 36 kg/m³ FA),,,"Compressive Strength:
1d: 9.56 MPa, 3d: 22.1 MPa, 7d: 34.1 MPa, 14d: 41.2 MPa, 28d: 45.2 MPa"
76,Experimental Research on the Performance of Recycled Waste Concrete Powder (RWCP) on Concrete,K1,"17.3% replacement of BFS with RWCP (9 kg/m³ RWCP, 43.1 kg/m³ BFS, 36 kg/m³ FA)",Mechanical activation (Ball milling for 45 min),"SM-500 ball mill, 48 rpm, 100 kg media, 1‰ grinding aid","Compressive Strength:
1d: 9.61 MPa, 3d: 22.3 MPa, 7d: 34.3 MPa, 14d: 41.4 MPa, 28d: 45.4 MPa"
76,Experimental Research on the Performance of Recycled Waste Concrete Powder (RWCP) on Concrete,K2,"34.5% replacement of BFS with RWCP (18 kg/m³ RWCP, 34.1 kg/m³ BFS, 36 kg/m³ FA)",Mechanical activation (Ball milling for 45 min),"SM-500 ball mill, 48 rpm, 100 kg media, 1‰ grinding aid","Compressive Strength:
1d: 8.2 MPa, 3d: 18.5 MPa, 7d: 28.3 MPa, 14d: 38.1 MPa, 28d: 45.1 MPa"
76,Experimental Research on the Performance of Recycled Waste Concrete Powder (RWCP) on Concrete,K3,"69.1% replacement of BFS with RWCP (36 kg/m³ RWCP, 16.1 kg/m³ BFS, 36 kg/m³ FA)",Mechanical activation (Ball milling for 45 min),"SM-500 ball mill, 48 rpm, 100 kg media, 1‰ grinding aid","Compressive Strength:
1d: 5.9 MPa, 3d: 14.5 MPa, 7d: 22.7 MPa, 14d: 33.2 MPa, 28d: 44.8 MPa"
76,Experimental Research on the Performance of Recycled Waste Concrete Powder (RWCP) on Concrete,F1,"25% replacement of FA with RWCP (9 kg/m³ RWCP, 52.1 kg/m³ BFS, 27 kg/m³ FA)",Mechanical activation (Ball milling for 45 min),"SM-500 ball mill, 48 rpm, 100 kg media, 1‰ grinding aid","Compressive Strength:
1d: 9.1 MPa, 3d: 21.2 MPa, 7d: 33.1 MPa, 14d: 42.5 MPa, 28d: 46.8 MPa"
76,Experimental Research on the Performance of Recycled Waste Concrete Powder (RWCP) on Concrete,F2,"50% replacement of FA with RWCP (18 kg/m³ RWCP, 52.1 kg/m³ BFS, 18 kg/m³ FA)",Mechanical activation (Ball milling for 45 min),"SM-500 ball mill, 48 rpm, 100 kg media, 1‰ grinding aid","Compressive Strength:
1d: 8.5 MPa, 3d: 20.1 MPa, 7d: 32.2 MPa, 14d: 43.8 MPa, 28d: 48.2 MPa"
76,Experimental Research on the Performance of Recycled Waste Concrete Powder (RWCP) on Concrete,F3,"100% replacement of FA with RWCP (36 kg/m³ RWCP, 52.1 kg/m³ BFS, 0 kg/m³ FA)",Mechanical activation (Ball milling for 45 min),"SM-500 ball mill, 48 rpm, 100 kg media, 1‰ grinding aid","Compressive Strength:
1d: 9.8 MPa, 3d: 22.5 MPa, 7d: 34.5 MPa, 14d: 45.1 MPa, 28d: 50.8 MPa"
77,Study on the effect of recycled fine powder on the properties of cement mortar and concrete,Mortar (Powder A / Powder B),"Cement replaced by 5%, 8%, 11%, 14%, 17%, 20%",,Sieved with 0.075 mm standard sieve,"Peak at 8%, 11%, or 17% depending on combination; exceeds benchmark up to 17%"
77,Study on the effect of recycled fine powder on the properties of cement mortar and concrete,Mortar (Fly Ash replaced),"Fly ash replaced by 5%, 10%, 15%, 20%, 25%, 30%",,Sieved with 0.075 mm standard sieve,Measured at 7d and 28d; peak at 15% or 25% depending on combination
77,Study on the effect of recycled fine powder on the properties of cement mortar and concrete,Micropowder Activator Mortar,0% cement/fly ash replacement specified; chemical activator added,"Alkaline (NaOH, Ca(OH)2), Acidic (HCl)","Activator concentrations: 0%, 5%, 10%, 15%","3d, 7d, 28d compressive strength: 0.2–3.5 MPa (GRAPH-DERIVED)"
77,Study on the effect of recycled fine powder on the properties of cement mortar and concrete,Concrete S3F3 (Standard),0% (Benchmark),,Recycled coarse/fine aggregate mix,"7d: 12.34 MPa, 28d: 18.80 MPa"
77,Study on the effect of recycled fine powder on the properties of cement mortar and concrete,Concrete S3F3 (Comparison),14% cement + 20% fine aggregate (34% total powder),,Recycled coarse/fine aggregate mix,"7d: 12.11 MPa, 28d: 18.65 MPa"
77,Study on the effect of recycled fine powder on the properties of cement mortar and concrete,Concrete S3F4 (Standard),0% (Benchmark),,Recycled coarse/fine aggregate mix,"7d: 15.69 MPa, 28d: 19.31 MPa"
77,Study on the effect of recycled fine powder on the properties of cement mortar and concrete,Concrete S3F4 (Comparison),14% cement + 20% fine aggregate (34% total powder),,Recycled coarse/fine aggregate mix,"7d: 14.24 MPa, 28d: 21.53 MPa"
77,Study on the effect of recycled fine powder on the properties of cement mortar and concrete,Concrete S4F3 (Standard),0% (Benchmark),,Recycled coarse/fine aggregate mix,"7d: 16.92 MPa, 28d: 25.78 MPa"
77,Study on the effect of recycled fine powder on the properties of cement mortar and concrete,Concrete S4F3 (Comparison),14% cement + 20% fine aggregate (34% total powder),,Recycled coarse/fine aggregate mix,"7d: 12.98 MPa, 28d: 19.63 MPa"
77,Study on the effect of recycled fine powder on the properties of cement mortar and concrete,Concrete S4F4 (Standard),0% (Benchmark),,Recycled coarse/fine aggregate mix,"7d: 13.08 MPa, 28d: 18.84 MPa"
77,Study on the effect of recycled fine powder on the properties of cement mortar and concrete,Concrete S4F4 (Comparison),14% cement + 20% fine aggregate (34% total powder),,Recycled coarse/fine aggregate mix,"7d: 13.68 MPa, 28d: 20.41 MPa"
77,Study on the effect of recycled fine powder on the properties of cement mortar and concrete,Concrete S4F3 (Variant 1),14% cement + 11% fine aggregate,,Recycled coarse/fine aggregate mix,"7d: 8.76 MPa, 28d: 11.91 MPa"
77,Study on the effect of recycled fine powder on the properties of cement mortar and concrete,Concrete S4F3 (Variant 2),14% cement + 14% fine aggregate,,Recycled coarse/fine aggregate mix,"7d: 9.86 MPa, 28d: 14.49 MPa"
77,Study on the effect of recycled fine powder on the properties of cement mortar and concrete,Concrete S4F3 (Variant 3),14% cement + 17% fine aggregate,,Recycled coarse/fine aggregate mix,"7d: 12.45 MPa, 28d: 17.16 MPa"
77,Study on the effect of recycled fine powder on the properties of cement mortar and concrete,Concrete S4F3 (Variant 4),14% cement + 20% fine aggregate,,Recycled coarse/fine aggregate mix,"7d: 14.24 MPa, 28d: 21.53 MPa"
78,"Effect of carbonated recycled concrete fines on early-age engineering properties, hydration and microstructure of cement paste under high substitution level and low water-to-binder ratio",PC,0%,,"w/b = 0.20, superplasticiser added",1d CS: ~52.8 MPa; 28d CS: ~108.2 MPa; 28d FS: ~16.43 MPa
78,"Effect of carbonated recycled concrete fines on early-age engineering properties, hydration and microstructure of cement paste under high substitution level and low water-to-binder ratio",R20,20% RCF,,"w/b = 0.20, dry mixed 120s, SP added",1d CS: ~48.1 MPa; 28d CS: ~95.3 MPa
